substance_raw,norm_key,is_combination,atc_codes,atc_level1,atc_origin,supplier_name,supplier_norm,supplier_id,country_iso2,source,role,status,cep_type,norm_trace
"Moxidectin for veterinary use, With butylhydroxytoluene, Process II",moxidectin for veterinary use|process ii|with butylhydroxytoluene,True,,,,"LIVZON GROUP FUZHOU FUXING PHARMACEUTICAL CO., LTD. Fuzhou CN",livzon group fuzhou fuxing fuzhou cn,CEP 2021-423 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,combination of 3
Spectinomycin sulfate tetrahydrate for veterinary use,spectinomycin sulfate tetrahydrate for veterinary use,False,,,,"ZHEJIANG JINHUA CONBA BIO-PHARM. CO., LTD. Jinhua City CN",zhejiang jinhua conba bio pharm jinhua city cn,R1-CEP 2011-273 - Rev 00,CN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Spectinomycin sulfate tetrahydrate for veterinary use,spectinomycin sulfate tetrahydrate for veterinary use,False,,,,"SHANDONG QILU KING-PHAR PHARMACEUTICAL CO., LTD. Pingyin CN",shandong qilu king phar pingyin cn,CEP 2016-230 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,
Spectinomycin sulfate tetrahydrate for veterinary use,spectinomycin sulfate tetrahydrate for veterinary use,False,,,,HEBEI SHENGXUE DACHENG PHARMACEUTICAL CO. LTD. Shijiazhuang City CN,hebei shengxue dacheng shijiazhuang city cn,CEP 2020-069 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,
Spectinomycin sulfate tetrahydrate for veterinary use,spectinomycin sulfate tetrahydrate for veterinary use,False,,,,"SHANDONG LUKANG PHARMACEUTICAL CO., LTD. Jining CN",shandong lukang jining cn,CEP 2015-198 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,
"Spectinomycin sulfate tetrahydrate for veterinary use, Jinxi",jinxi|spectinomycin sulfate tetrahydrate for veterinary use,True,,,,"ZHEJIANG JINHUA CONBA BIO-PHARM. CO., LTD. Jinhua City CN",zhejiang jinhua conba bio pharm jinhua city cn,CEP 2024-136 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Spectinomycin sulfate tetrahydrate for veterinary use, Line B",line b|spectinomycin sulfate tetrahydrate for veterinary use,True,,,,"ZHEJIANG JINHUA CONBA BIO-PHARM. CO., LTD. Jinhua City CN",zhejiang jinhua conba bio pharm jinhua city cn,R0-CEP 2017-127 - Rev 01,CN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,combination of 2
Tiamulin hydrogen fumarate for veterinary use,tiamulin hydrogen fumarate for veterinary use,False,,,,INTERQUIM S.A. DE C.V. Estado De Mexico MX,interquim de c v estado de mexico mx,R0-CEP 2005-220 - Rev 00,MX,edqm_cep,api_cep,Expired,Chemical,
Tiamulin hydrogen fumarate for veterinary use,tiamulin hydrogen fumarate for veterinary use,False,,,,ERREDUE S.P.A. Isso IT,erredue isso it,R0-CEP 2007-008 - Rev 01,IT,edqm_cep,api_cep,Withdrawn by EDQM Failure to CEP procedure,Chemical,
Tiamulin hydrogen fumarate for veterinary use,tiamulin hydrogen fumarate for veterinary use,False,,,,"BIOVET J.S.C., RAZGRAD BRANCH Razgrad BG",biovet j s c razgrad branch razgrad bg,R1-CEP 2010-180 - Rev 01,BG,edqm_cep,api_cep,Valid,Chemical,
Tiamulin hydrogen fumarate for veterinary use,tiamulin hydrogen fumarate for veterinary use,False,,,,Biovet J. S. C Peshtera BG,biovet j s c peshtera bg,R1-CEP 2005-169 - Rev 01,BG,edqm_cep,api_cep,Valid,Chemical,
Tiamulin hydrogen fumarate for veterinary use,tiamulin hydrogen fumarate for veterinary use,False,,,,"NINGXIA TAIRUI PHARMACEUTICAL CO., LTD Yinchuan CN",ningxia tairui yinchuan cn,R1-CEP 2013-241 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,
Tiamulin hydrogen fumarate for veterinary use,tiamulin hydrogen fumarate for veterinary use,False,,,,"SUNNY BIOTECH HANGZHOU CO., LTD. Hangzhou CN",sunny biotech hangzhou hangzhou cn,R1-CEP 2010-313 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,
Tiamulin hydrogen fumarate for veterinary use,tiamulin hydrogen fumarate for veterinary use,False,,,,SAFIC ALCAN Puteaux FR,safic alcan puteaux fr,R1-CEP 2009-063 - Rev 04,FR,edqm_cep,api_cep,Valid,Chemical,
Tiamulin hydrogen fumarate for veterinary use,tiamulin hydrogen fumarate for veterinary use,False,,,,ELANCO ANIMAL HEALTH INCORPORATED Greenfield US,elanco animal health incorporated greenfield us,R1-CEP 2004-176 - Rev 05,US,edqm_cep,api_cep,Valid,Chemical,
Tiamulin hydrogen fumarate for veterinary use,tiamulin hydrogen fumarate for veterinary use,False,,,,SUANFARMA ITALIA S.P.A. Rovereto IT,suanfarma italia rovereto it,CEP 2021-471 - Rev 00,IT,edqm_cep,api_cep,Valid,Chemical,
Tiamulin hydrogen fumarate for veterinary use,tiamulin hydrogen fumarate for veterinary use,False,,,,QILU PHARMACEUTICAL (INNER MONGOLIA) CO. LTD. HULUN BUIR BRANCH Hulun Buir CN,qilu inner mongolia hulun buir branch hulun buir cn,CEP 2022-173 - Rev 01,MN,edqm_cep,api_cep,Valid,Chemical,
Tiamulin for veterinary use,tiamulin for veterinary use,False,,,,Biovet J. S. C Peshtera BG,biovet j s c peshtera bg,R1-CEP 2006-103 - Rev 00,BG,edqm_cep,api_cep,Valid,Chemical,
Tiamulin for veterinary use,tiamulin for veterinary use,False,,,,"BIOVET J.S.C., RAZGRAD BRANCH Razgrad BG",biovet j s c razgrad branch razgrad bg,R1-CEP 2010-241 - Rev 01,BG,edqm_cep,api_cep,Valid,Chemical,
Tiamulin for veterinary use,tiamulin for veterinary use,False,,,,ELANCO ANIMAL HEALTH INCORPORATED Greenfield US,elanco animal health incorporated greenfield us,R1-CEP 2004-193 - Rev 04,US,edqm_cep,api_cep,Valid,Chemical,
Tyrothricin,tyrothricin,False,,,,XELLIA PHARMACEUTICALS LTD. Budapest X HU,xellia budapest x hu,CEP 2013-205 - Rev 03,HU,edqm_cep,api_cep,Valid,Chemical,
Betahistine dihydrochloride,betahistine,False,,,,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,apitoria hyderabad in,CEP 2012-058 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'dihydrochloride'
Betahistine dihydrochloride,betahistine,False,,,,OLON S.P.A. Rodano IT,olon rodano it,CEP 2006-316 - Rev 05,IT,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'dihydrochloride'
Betahistine dihydrochloride,betahistine,False,,,,COHANCE LIFESCIENCES LIMITED Mumbai IN,cohance lifesciences mumbai in,CEP 2013-240 - Rev 02,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'dihydrochloride'
Betahistine dihydrochloride,betahistine,False,,,,AMI LIFESCIENCES PRIVATE LIMITED Karakhadi IN,ami lifesciences karakhadi in,CEP 2011-101 - Rev 04,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'dihydrochloride'
Betahistine dihydrochloride,betahistine,False,,,,Laboratorios Espinos Y Bofill S.A. Cornella de Llobregat ES,laboratorios espinos y bofill cornella de llobregat es,CEP 2009-177 - Rev 03,ES,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'dihydrochloride'
Betahistine dihydrochloride,betahistine,False,,,,MATRIX PHARMACORP PRIVATE LIMITED Sangareddy District IN,matrix pharmacorp sangareddy district in,CEP 2022-505 - Rev 02,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'dihydrochloride'
Betahistine dihydrochloride,betahistine,False,,,,Grunenthal GmbH Aachen DE,grunenthal aachen de,CEP 2009-001 - Rev 03,DE,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'dihydrochloride'
Glutathione,glutathione,False,,,,"KYOWA HAKKO BIO CO., LTD. Tokyo JP",kyowa hakko bio tokyo jp,R0-CEP 2014-174 - Rev 00,JP,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Glutathione,glutathione,False,,,,"KYOWA HAKKO BIO CO., LTD. Tokyo JP",kyowa hakko bio tokyo jp,R0-CEP 2020-328 - Rev 00,JP,edqm_cep,api_cep,Valid,Chemical,
Glutathione,glutathione,False,,,,SHANDONG JINCHENG BIO-PHARMACEUTICAL CO. LTD. Zibo CN,shandong jincheng bio zibo cn,CEP 2024-255 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,
Glycerol formal,glycerol formal,False,,,,"S.P. QUIMICA, S.A. Riudoms ES",s p quimica riudoms es,R1-CEP 2012-378 - Rev 00,ES,edqm_cep,api_cep,Valid,Chemical,
Isoflurane,isoflurane,False,,,,AbbVie Inc. North Chicago US,abbvie north chicago us,R1-CEP 2006-292 - Rev 00,US,edqm_cep,api_cep,Valid,Chemical,
Isoflurane,isoflurane,False,,,,AESICA QUEENBOROUGH LIMITED Queenborough GB,aesica queenborough queenborough gb,R1-CEP 2012-280 - Rev 00,GB,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Isoflurane,isoflurane,False,,,,"SHANDONG NEW TIME PHARMACEUTICAL CO., LTD. Linyi CN",shandong new time linyi cn,CEP 2010-078 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,
Mesna,mesna,False,V03AF01,V,lookup,"AARTI PHARMALABS LIMITED Mulund (W), Mumbai IN",aarti pharmalabs mulund w mumbai in,R1-CEP 2009-127 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,
Mesna,mesna,False,V03AF01,V,lookup,SOLARA ACTIVE PHARMA SCIENCES LIMITED Chennai IN,solara active sciences chennai in,CEP 2015-299 - Rev 02,IN,edqm_cep,api_cep,Valid,Chemical,
Sodium selenite pentahydrate,sodium selenite,False,,,,BIOSYN ARZNEIMITTEL GMBH Fellbach DE,biosyn arzneimittel fellbach de,CEP 2018-212 - Rev 04,DE,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'pentahydrate'
Pyrantel embonate,pyrantel,False,,,,MEGAFINE PHARMA (P) LIMITED Mumbai IN,megafine p mumbai in,R1-CEP 2006-162 - Rev 02,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'embonate'
Pyrantel embonate,pyrantel,False,,,,IPCA LABORATORIES LIMITED Mumbai IN,ipca laboratories mumbai in,CEP 2005-294 - Rev 03,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'embonate'
"Pyrantel embonate, Micronised and non-micronised",pyrantel,False,,,,"MINSHENG GROUP SHAOXING PHARMACEUTICAL CO., LTD. Shaoxing CN",minsheng group shaoxing shaoxing cn,CEP 2020-321 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'embonate'; dropped non-substance component 'micronised'; stripped trailing 'micronised'; dropped non-substance component 'non'
Tramadol hydrochloride,tramadol,False,,,,Grunenthal GmbH Aachen DE,grunenthal aachen de,R0-CEP 2002-138 - Rev 02,DE,edqm_cep,api_cep,Expired,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,Degussa AG Düsseldorf DE,degussa d sseldorf de,R0-CEP 2003-011 - Rev 02,DE,edqm_cep,api_cep,Expired,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,Inogent Laboratories Private Limited Hyderabad IN,inogent laboratories hyderabad in,R0-CEP 2003-132 - Rev 02,IN,edqm_cep,api_cep,Expired,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,CILAG AG Schaffhausen CH,cilag schaffhausen ch,R0-CEP 2006-262 - Rev 00,CH,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,"SPIC Limited, Pharmaceuticals Division Maraimalai Nagar IN",spic division maraimalai nagar in,R0-CEP 2004-245 - Rev 00,IN,edqm_cep,api_cep,Expired,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,Proto Chemicals AG Mitlödi CH,proto chemicals mitl di ch,R1-CEP 2002-204 - Rev 01,CH,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,EXCELLA GMBH Feucht DE,excella feucht de,R1-CEP 2003-137 - Rev 00,DE,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,IPCA Laboratories Limited Mumbai IN,ipca laboratories mumbai in,R1-CEP 2008-189 - Rev 00,IN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,AREVIPHARMA GMBH Radebeul DE,arevipharma radebeul de,R1-CEP 2005-020 - Rev 01,DE,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,DIPHARMA FRANCIS S.R.L. Baranzate IT,dipharma francis s r l baranzate it,R1-CEP 2002-105 - Rev 00,IT,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,AUROBINDO PHARMA LIMITED Hyderabad IN,aurobindo hyderabad in,R1-CEP 2010-287 - Rev 00,IN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,DISHMAN CARBOGEN AMCIS LIMITED Ahmedabad IN,dishman carbogen amcis ahmedabad in,R1-CEP 2003-148 - Rev 02,IN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,SANECA PHARMACEUTICALS A.S. Hlohovec SK,saneca a s hlohovec sk,R1-CEP 2009-214 - Rev 02,SK,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,"CSPC OUYI PHARMACEUTICAL CO., LTD. Shijiazhuang CN",cspc ouyi shijiazhuang cn,R1-CEP 2005-227 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,RAKS PHARMA PVT. LTD. Visakhapatnam IN,raks visakhapatnam in,R1-CEP 2010-127 - Rev 02,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,WAVELENGTH ENTERPRISES LTD. Petah Tikva IL,wavelength enterprises petah tikva il,CEP 2003-146 - Rev 09,IL,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,"WANBURY LIMITED Vashi, Navi Mumbai IN",wanbury vashi navi mumbai in,CEP 2005-151 - Rev 04,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,SUPRIYA LIFESCIENCE LIMITED Mumbai IN,supriya lifescience mumbai in,CEP 2023-203 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,ZYDUS LIFESCIENCES LIMITED Vadodara IN,zydus lifesciences vadodara in,CEP 2004-098 - Rev 06,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,JUBILANT BIOSYS LIMITED Nanjangud IN,jubilant biosys nanjangud in,CEP 2002-199 - Rev 08,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,VIRUPAKSHA ORGANICS LIMITED Hyderabad IN,virupaksha organics hyderabad in,CEP 2015-203 - Rev 03,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,SUN PHARMACEUTICAL INDUSTRIES LIMITED Mumbai IN,sun industries mumbai in,CEP 2002-232 - Rev 08,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tramadol hydrochloride,tramadol,False,,,,EMNAR PHARMA PRIVATE LIMITED Hyderabad IN,emnar hyderabad in,CEP 2013-320 - Rev 04,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
"Tramadol hydrochloride, New process",new process|tramadol,True,,,,ARAGEN LIFE SCIENCES LIMITED Hyderabad IN,aragen life sciences hyderabad in,CEP 2007-129 - Rev 10,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'; combination of 2
"Tramadol hydrochloride, Nitrate route",nitrate route|tramadol,True,,,,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,apitoria hyderabad in,CEP 2016-244 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'; combination of 2
"Tramadol hydrochloride, Process 2",process 2|tramadol,True,,,,RAKS PHARMA PVT. LTD. Visakhapatnam IN,raks visakhapatnam in,R1-CEP 2013-106 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'; combination of 2
"Tramadol hydrochloride, Process B",process b|tramadol,True,,,,WAVELENGTH ENTERPRISES LTD. Petah Tikva IL,wavelength enterprises petah tikva il,R0-CEP 2020-401 - Rev 00,IL,edqm_cep,api_cep,Expired,Chemical,stripped trailing 'hydrochloride'; combination of 2
"Tramadol hydrochloride, Process II",process ii|tramadol,True,,,,SUPRIYA LIFESCIENCE LIMITED Mumbai IN,supriya lifescience mumbai in,CEP 2025-354 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'; combination of 2
"Tramadol hydrochloride, Process-II",process ii|tramadol,True,,,,SUN PHARMACEUTICAL INDUSTRIES LIMITED Mumbai IN,sun industries mumbai in,CEP 2020-141 - Rev 03,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'; combination of 2
"Tramadol hydrochloride, Process-III",process iii|tramadol,True,,,,SUN PHARMACEUTICAL INDUSTRIES LIMITED Mumbai IN,sun industries mumbai in,CEP 2025-016 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'; combination of 2
"Tramadol hydrochloride, Site-II",site ii|tramadol,True,,,,SUN PHARMACEUTICAL INDUSTRIES LIMITED Mumbai IN,sun industries mumbai in,R1-CEP 2016-003 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'; combination of 2
"Tramadol hydrochloride, YT3 process",tramadol|yt3 process,True,,,,IPCA Laboratories Limited Mumbai IN,ipca laboratories mumbai in,R1-CEP 2011-085 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'; combination of 2
"Nitrogen, low-oxygen",low oxygen|nitrogen,True,,,,SOL S.P.A. Monza IT,sol monza it,R1-CEP 2014-311 - Rev 00,IT,edqm_cep,api_cep,Valid,Chemical,combination of 2
Acemetacin,acemetacin,False,,,,SIEGFRIED LTD Zofingen CH,siegfried zofingen ch,R0-CEP 2009-366 - Rev 01,CH,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Acemetacin,acemetacin,False,,,,"ZHEJIANG HENGKANG PHARMACEUTICAL CO., LTD. Sanmen CN",zhejiang hengkang sanmen cn,R0-CEP 2017-300 - Rev 01,CN,edqm_cep,api_cep,Expired,Chemical,
"Acemetacin, Code 100033",acemetacin|code 100033,True,,,,SIEGFRIED LTD. Zofingen CH,siegfried zofingen ch,R1-CEP 2012-211 - Rev 02,CH,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Acemetacin, Polymorphic form II",acemetacin|polymorphic ii,True,,,,SIEGFRIED AG Zofingen CH,siegfried zofingen ch,CEP 2018-306 - Rev 01,CH,edqm_cep,api_cep,Valid,Chemical,dropped noise ['form']; combination of 2
"Acemetacin, Pubagang site",acemetacin|pubagang site,True,,,,"ZHEJIANG HENGKANG PHARMACEUTICAL CO., LTD. Sanmen CN",zhejiang hengkang sanmen cn,R0-CEP 2022-226 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Acemetacin, Unmilled, milled",acemetacin|unmilled,True,,,,BAYER AG Leverkusen DE,bayer leverkusen de,R0-CEP 2010-323 - Rev 02,DE,edqm_cep,api_cep,Expired,Chemical,dropped non-substance component 'milled'; combination of 2
Articaine hydrochloride,articaine,False,,,,SANOFI-AVENTIS DEUTSCHLAND GMBH Frankfurt am Main DE,sanofi aventis deutschland frankfurt am main de,R1-CEP 2001-431 - Rev 02,DE,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hydrochloride'
Articaine hydrochloride,articaine,False,,,,Orgapharm Pithiviers FR,orgapharm pithiviers fr,R1-CEP 2003-191 - Rev 01,FR,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Articaine hydrochloride,articaine,False,,,,Synteco S.p.A. San Martino Siccomario IT,synteco san martino siccomario it,R1-CEP 2001-453 - Rev 01,IT,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hydrochloride'
Articaine hydrochloride,articaine,False,,,,S.I.M.S. S.R.L. Reggello IT,s i m s s r l reggello it,R1-CEP 2009-137 - Rev 00,IT,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Articaine hydrochloride,articaine,False,,,,SIEGFRIED EVIONNAZ SA Evionnaz CH,siegfried evionnaz evionnaz ch,R1-CEP 2002-198 - Rev 04,CH,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Articaine hydrochloride,articaine,False,,,,"SCI PHARMTECH, INC. Taoyuan City TW",sci pharmtech taoyuan city tw,R1-CEP 2003-215 - Rev 07,TW,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Articaine hydrochloride,articaine,False,,,,PCAS Ecully FR,pcas ecully fr,R1-CEP 2004-196 - Rev 03,FR,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Articaine hydrochloride,articaine,False,,,,ZENTIVA K.S. Praha 10 CZ,zentiva k s praha 10 cz,R1-CEP 2002-060 - Rev 07,CZ,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Articaine hydrochloride,articaine,False,,,,Moehs Iberica S.L. Rubi ES,moehs iberica s l rubi es,CEP 2010-262 - Rev 02,ES,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Articaine hydrochloride,articaine,False,,,,COHANCE LIFESCIENCES LIMITED Mumbai IN,cohance lifesciences mumbai in,CEP 2015-311 - Rev 02,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Articaine hydrochloride,articaine,False,,,,"SHANDONG CHENGHUI SHUANGDA PHARMACEUTICAL CO., LTD. Dezhou City CN",shandong chenghui shuangda dezhou city cn,CEP 2023-255 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Carisoprodol - Monograph Text deleted 01/07/2020,carisoprodol monograph text deleted 01 07 2020,False,,,,Uquifa Italia S.p.A. Agrate Brianza IT,uquifa italia agrate brianza it,R0-CEP 2004-128 - Rev 00,IT,edqm_cep,api_cep,Expired,Chemical,chemical notation detected - not split
Dacarbazine,dacarbazine,False,L01AX04,L,lookup,MAC CHEM PRODUCTS (INDIA) PVT. LTD. Mumbai IN,mac chem products india mumbai in,R1-CEP 2012-066 - Rev 00,IN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Dacarbazine,dacarbazine,False,L01AX04,L,lookup,MYLAN LABORATORIES LIMITED Hyderabad IN,mylan laboratories hyderabad in,R0-CEP 2016-082 - Rev 01,IN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Dacarbazine,dacarbazine,False,L01AX04,L,lookup,"SUZHOU LIXIN PHARMACEUTICAL CO., LTD. Suzhou CN",suzhou lixin suzhou cn,R1-CEP 2010-315 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,
Dacarbazine,dacarbazine,False,L01AX04,L,lookup,HERAEUS PRECIOUS METALS GMBH & CO. KG Hanau DE,heraeus precious metals kg hanau de,CEP 2008-036 - Rev 03,DE,edqm_cep,api_cep,Valid,Chemical,
